id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
261,2.89476122838234e-11,7.948858745545897e-13,2.905274554101554e-17,1.933193222012044e-12,3.3314386354897288e-12,1.7504746572747498e-15,1.0739796873147144e-13,2.3361771399491116e-12,1.6526931115757829e-12,5.911194019984396e-12,5.235150917018014e-10,4.878795200957492e-09,1.2853506921623163e-08,1.2487377721911123e-09,3.592374331571984e-10,8.75100558023025e-14,1.0634196024481288e-12,5.526299738030644e-13,7.035932696543852e-10,1.180594780119895e-15,2.4152273898857782e-08,1.707048775200396e-13,7.36739936116379e-08,2.0941670542426746e-13,5.958485437943369e-11,3.1569966597260066e-13,5.965338185467291e-14,7.951728864130414e-18,1.1787339310761109e-11,5.861690114624434e-11,6.19045411549065e-13,6.398189075292301e-15,4.3544800919162706e-14,3.7658633326520833e-10,1.4698399927765562e-16,6.2305019788453395e-09,7.487031332154641e-16,5.367391882061547e-16,1.631193218418166e-17,9.912102705282147e-18,6.505395205826596e-18,2.205987002550051e-10,4.4181033020499056e-17,3.4404665034405122e-15,1.0310394782363986e-12,6.6589563083600514e-18,4.961141730511832e-08,5.767571013212791e-17,5.007109660743128e-10,8.094421749131526e-09,6.271034561659632e-19,7.377751928397219e-14,3.2921082912328354e-11,6.870478508781794e-07,1.959164549363317e-12,1.0654917037512156e-09,1.2793754506286349e-11,1.1742222388550734e-17,1.8771384792961207e-17,6.746109907630714e-17,2.894091155352103e-14,3.79854613475073e-14,4.180933695729173e-12,1.0405797058184708e-13,1.2196114822390227e-09,4.934463764952604e-10,6.62366794575614e-13,5.750850241936265e-16,7.837053774980648e-15,1.3957827706069554e-15,2.2597662378448145e-10,1.700245004488919e-12,9.088423421764063e-17,3.780015585149986e-13,5.098215059447744e-09,6.154100956325004e-12,2.8476964381277626e-17,5.472437422920156e-14,4.783595167912516e-14,1.8799214982383312e-10,8.775483164036221e-09,3.6827283703346723e-13,2.1879216953527731e-16,2.98582855654012e-14,3.903533248518174e-16,3.811623120426497e-15,6.418785661556774e-13,8.7457287375287e-19,6.488024119559333e-13,3.2957946489546633e-15,2.2948755929341242e-14,6.925945438593141e-09,1.0013955715332263e-08,0.9999990948730216,3.795416651508974e-10,4.7353495364912777e-14,2.1888229245811348e-15,2.135295235655963e-12,2.1395938064780245e-11
264,9.083117205319777e-09,5.589490220457308e-10,8.289795285481852e-14,1.8780373529931906e-08,2.0892508500008465e-09,9.85989391647661e-14,3.200781098930283e-11,9.120780287067944e-08,1.2630552890149816e-09,1.3097341918414708e-09,7.805355782508895e-07,4.406264065674843e-05,4.801323828407364e-06,4.218678326150715e-06,1.0868568182136306e-06,7.899878620939486e-11,1.411933149171026e-11,1.1692377309258559e-08,2.90072593756705e-06,4.502681214520038e-12,1.4823460970118545e-06,3.4555828044164533e-11,2.1008992901910062e-08,9.261428234936338e-11,2.282829758343683e-09,2.4432560430660184e-09,3.9540496478763655e-11,3.900109487624774e-14,4.389269365821993e-09,9.804003090850357e-09,4.947987032702757e-09,3.249048189471337e-12,5.765609818642538e-11,9.134206293652356e-07,6.109050082080953e-15,2.521702440205088e-07,6.721845222223299e-12,2.843743400314325e-12,5.251980384730719e-15,1.1518114231661181e-14,3.992705336277541e-16,4.221734555277989e-09,1.3596469260963213e-14,6.106181777647254e-12,1.3247471660198443e-09,1.150382880621819e-12,3.538616316896527e-07,1.1127567704725198e-13,3.240788177824066e-08,1.4048401544313493e-05,2.2904838715752014e-17,8.6714441592919e-11,3.888692384821794e-05,1.204876789748152e-05,6.930160764776132e-10,1.5792225134739562e-09,5.537938316613092e-10,2.199968492048254e-13,3.3535022549293755e-13,5.275102751317169e-13,2.8405769943616433e-09,1.1838577786396024e-11,1.8129094235006226e-07,1.7297607129987323e-12,1.671882815245491e-08,4.853881384520988e-07,7.847648733585518e-08,1.5133996341718778e-12,9.787182254686829e-12,9.163979542194608e-12,4.0331108672683133e-08,3.6655032878078475e-09,2.6759714566586568e-14,2.0907539508924122e-08,8.48833460118523e-06,2.175751773312872e-08,9.97810039043417e-14,1.8813557477982266e-10,1.9125223568073505e-12,2.6536180158213398e-08,1.3401753286290778e-06,2.1574953202264516e-11,1.4524998426368474e-14,1.364928428709279e-10,1.9183414387812338e-13,6.235760010550933e-12,9.494170836349064e-08,3.593746569911819e-15,2.8138639640068136e-09,2.864254253577636e-10,2.2572144638155613e-12,0.0012216323298937111,4.779570629918399e-05,0.9985934087460931,2.859229708826388e-07,1.7107995523099502e-10,3.0799314168281247e-13,4.7122809722643575e-09,8.798681353322763e-09
266,7.096998050668145e-13,4.950518704178399e-13,4.2669282880661716e-09,2.6836854532701243e-11,8.741459893330609e-13,3.477178108821713e-10,4.057906702704085e-08,3.5790285325413856e-10,4.480822318897077e-11,1.472150371842598e-13,1.4966117303317108e-12,3.221206171269931e-12,4.762517619369868e-12,1.8579789454347993e-10,1.9586278795524277e-13,2.9520376926092835e-08,2.025117059008126e-12,1.1784347850934828e-12,6.101147768637529e-12,7.071651434583156e-07,1.0565820257690478e-14,1.0196009039547734e-09,1.874708981542729e-06,1.0042286845910613e-09,5.1780719650055955e-09,1.975021856052125e-09,9.048675446502806e-14,2.4483325667391532e-11,1.2829409081805813e-10,2.2266627455875208e-10,8.13982767331591e-07,2.0052655162793127e-10,1.0568940275636531e-10,1.9779668876396057e-10,4.361708911386138e-09,5.599889589766621e-11,1.5582279366131083e-07,1.715782137245558e-06,9.23856116303652e-12,6.5810199039470834e-09,4.002029316044974e-06,4.167416049307706e-12,3.4852098258107826e-10,3.824929067804666e-09,1.313832577703266e-10,7.96787029164118e-09,3.757877987935789e-13,1.8684511425362016e-10,1.2886321064115855e-12,6.730090173335131e-14,3.4430686352564265e-10,6.931236833445325e-13,2.1293345483230805e-10,2.4530946622275425e-13,4.418029059616468e-12,1.934416516398205e-08,7.574482673653421e-13,5.625318480238553e-08,4.887602926266166e-13,2.3683567344737602e-11,4.482558532202476e-10,2.3071178051576034e-10,1.0417091069427376e-09,1.4093520998174451e-09,7.88910777519405e-14,1.4281776465311447e-10,1.5111885297328232e-11,0.9999883504133363,4.563220863069854e-09,4.1850180822382175e-10,1.174440043279225e-06,6.268206328175429e-10,2.1518164929768533e-07,1.122694717646663e-10,1.267288006591817e-14,1.0930679125325379e-14,3.822678260440786e-10,6.724660318448624e-10,1.0343666391030453e-10,4.801090802036985e-11,5.649946863496403e-13,8.131710243152021e-11,7.559923739935418e-07,1.0178935966943266e-13,1.5054216928737082e-11,1.708639294950152e-11,1.0297583660633914e-08,1.0005496232908241e-08,9.292537367041084e-12,3.015669048237601e-10,5.361132518870418e-09,5.76866884119137e-13,8.153966446091067e-11,1.0539634690837748e-11,1.1504131420290087e-11,1.1994052457556379e-09,1.1663513303803758e-08,4.900092480650983e-11,9.57124398128107e-11
271,2.171998795003777e-12,2.673162074509727e-12,2.6542642364281196e-08,2.138787744472393e-09,1.5629266755112115e-12,5.75441566404048e-11,1.0278587384982369e-08,4.012808093511297e-12,3.6718360118802186e-13,2.8020002056717294e-14,2.3569063792730335e-12,3.562729334545162e-12,3.756288765204594e-13,2.0524617197003818e-10,3.9338165325618773e-13,4.4184232711919776e-11,3.6928686700780606e-14,4.7245435024419444e-11,5.933759549648538e-13,1.0606348098768148e-10,1.0407027324357123e-12,5.916736181985601e-09,6.6835378236833055e-09,1.7217168001849242e-09,1.4184109117326752e-09,1.6503323386992292e-09,5.783707523800231e-15,4.465133620003374e-12,1.9887970857970587e-07,1.468036690491469e-07,0.9999989852815983,4.126738960268063e-12,2.1372046393930347e-09,4.705050302249536e-10,2.5581282863142154e-08,3.4478753751195573e-13,1.3600997493070739e-10,5.459375585123516e-11,2.240492082429399e-10,1.0461115195809907e-10,5.3212199866444707e-08,1.7557389122371786e-15,5.684929374938268e-10,3.2528643248581195e-09,2.7419872867315627e-12,1.2072182007232e-09,7.444850354005867e-12,4.098167434403949e-11,4.7866518104200717e-14,8.509995360006675e-13,1.488687394339174e-09,7.94963425096967e-13,5.190809267026087e-10,1.3178205849863434e-12,1.495343567470624e-13,1.9356249458324502e-12,4.0050638054617205e-13,2.5742343445147634e-09,7.881235654221346e-13,4.750924424037058e-13,3.1916720515015645e-10,4.0338783948199425e-11,6.934406130520149e-10,1.2629255967981119e-14,1.0716538508469332e-12,7.689191013760746e-13,4.843052256016041e-12,2.082373158442543e-07,3.8571304120001775e-10,6.607166957893678e-11,1.1764899191552474e-11,2.6382902329864983e-11,4.17635752358595e-11,2.499053065025674e-10,1.4323884064632635e-15,1.3626391110237468e-15,4.502414837669029e-12,2.8850242994125336e-12,2.5027476881632718e-15,9.61008171086614e-10,3.0460617006431205e-13,6.035207039925321e-08,2.384052979821709e-12,1.182399188297248e-13,4.3912232503302213e-13,1.1194874570123225e-11,1.2811302463031813e-09,1.253787602302306e-11,3.2907487891410816e-13,2.494581707651731e-11,4.011750946825848e-09,9.823796020094583e-13,3.663358876328143e-11,4.228386149708191e-13,1.7476925277272536e-10,9.716205116176636e-13,2.4448552233555444e-10,8.551194144908661e-12,2.4339592258123e-07
272,2.0315257043131893e-08,1.0149717433519335e-08,7.13835241097558e-13,5.709996682939525e-09,1.1858110203536148e-09,4.1948038418325966e-13,1.5163483524690402e-09,1.6356876590898858e-07,0.9999991039067756,1.2941444591166572e-09,3.684523207511308e-07,5.320520901676048e-09,6.149565287747104e-08,1.2470739880056257e-09,2.5913700018927173e-08,8.40936330489381e-12,5.4005688273065867e-08,1.7861102007396405e-10,2.517710084240954e-10,7.458654534500181e-11,6.944618870460297e-09,9.58850110746049e-14,3.3237713267911895e-11,3.884850329316265e-13,3.4958528291799156e-13,1.7537684433227338e-12,7.601666027993488e-09,2.0009808818287422e-12,1.2916367568094426e-13,9.195305170069051e-15,1.7857043938897063e-12,1.6399720848238146e-11,4.850607275779436e-12,1.4412619661061066e-10,3.2991943560704296e-13,2.7315369426859877e-08,7.32874627820389e-12,2.1304076569758627e-10,4.05271493236975e-14,5.7606937603584657e-11,8.066269215255236e-12,3.170139620836303e-10,5.240315756556867e-13,1.8751795653280326e-12,6.820043786774566e-11,2.311545874330449e-12,8.585295965733661e-11,9.099363866275305e-11,2.3534359569630195e-09,2.7340461356694773e-10,3.951502169162944e-14,6.496978811157736e-13,1.8303019015865514e-11,4.569746307113668e-10,1.9887413454130093e-11,3.8237032333197234e-12,1.865876265014422e-12,2.774420328351714e-13,4.099855555389515e-11,8.068789575613206e-13,3.424578987805353e-13,5.196783331382195e-13,2.4741078352091384e-11,1.3337848589970352e-10,4.669567947991356e-10,5.88487051534267e-12,4.186689984777523e-12,9.992968396810864e-14,5.9301860260446744e-15,1.2688517483370568e-11,7.94034543850152e-12,1.8208625582210087e-11,1.5298090580690247e-13,6.341441409382327e-10,1.3944201407368916e-09,1.0718646961140763e-11,9.019972190286392e-12,1.6710188806923107e-12,3.095423214675908e-09,4.726983952675358e-12,1.3042209963172546e-09,2.206988813574992e-12,6.250939296438412e-10,4.220336870212882e-09,3.744668635638274e-10,2.7967133739247385e-11,4.208578179500916e-12,7.795587768158985e-14,4.1459414686493426e-13,3.692769446334099e-09,8.195894379330897e-13,2.5513710532459323e-08,5.598954799915218e-09,6.145074627406612e-08,1.5653210721786495e-08,5.0055026303682725e-09,1.0346914417391505e-12,6.439601821398236e-13,1.1665144689408103e-11
274,1.0301529239469215e-27,1.3149122460141662e-23,4.5170710533555995e-29,8.526728997774343e-32,7.642951441688992e-18,1.7477880644026624e-17,2.457959893354653e-32,3.373023672154794e-21,3.0937368411108027e-30,1.2229311458273745e-17,9.971582746558438e-18,4.5765923253592704e-24,4.549880575150058e-28,2.108173537269658e-16,7.030763543734397e-20,4.531157556886934e-18,1.1453164772860336e-15,4.75281825005513e-25,3.349140046180045e-17,2.923927620870135e-31,1.2605990264506772e-23,3.633351678662848e-16,1.2034950054545993e-10,7.067384515497713e-21,1.5097637542937221e-24,2.2802852968799028e-16,1.4982579720597554e-13,1.2467719117972577e-19,2.7320563086746597e-16,7.3438861599148e-15,4.743410546867729e-28,9.676479544162446e-19,1.245936346441295e-20,1.063205314758313e-14,8.62163177274523e-26,5.269854414512597e-16,8.808760772268089e-28,1.9697089088846724e-30,3.3117750707581396e-23,3.72256789855576e-27,2.9496514310427965e-30,1.0229983350295584e-22,1.1267506636559796e-22,4.013273284914307e-28,8.823587595932341e-18,1.794117179804708e-29,4.496146287560533e-11,8.044140245877557e-29,6.4791132628655135e-28,9.717425141694137e-15,7.122777514694557e-26,4.469632988674957e-15,6.087974411384022e-23,1.617833177940476e-14,4.891789301476814e-15,1.5306104291793661e-18,1.3194378405338562e-09,2.7278550144742416e-25,1.0353441779491968e-32,4.683021020202999e-27,1.4275472293929116e-26,5.596010037919845e-23,5.422833394973618e-18,1.910595942829205e-21,4.671101119582256e-13,5.808405666222994e-17,2.2247739238617937e-12,9.05552871085016e-27,9.191485129140336e-25,1.0996617169885538e-24,3.9165134791225015e-16,4.678216477972752e-19,1.5578292604734444e-13,1.2395973135820459e-21,1.302725338764109e-11,1.5226886574815007e-13,7.867365676511344e-33,2.0960071384290175e-15,5.846840316216261e-13,3.162107313258295e-27,1.560177673634671e-16,3.7796146212428675e-31,6.351077089223592e-32,1.6093272508030862e-16,1.78643743450567e-25,6.7672688504196385e-34,2.3954372827512423e-28,3.485193859435751e-24,0.9999999984983576,4.6302951389447596e-31,1.2694916892709962e-26,2.9605618424591528e-21,1.0295121418831863e-19,2.7137286402637548e-17,1.457126461895726e-30,5.9096562831363515e-28,1.2575063564877505e-29,7.28855132088637e-14,5.403458598904582e-24
276,2.3097869504821028e-12,1.1325023351624163e-12,2.2104584699856188e-12,6.597292573216513e-09,4.294422368060915e-14,2.6440341028656673e-14,2.3345552918765825e-12,1.4638182978798946e-12,1.4562683330447023e-15,8.081986102053283e-14,2.413580985303408e-12,3.6597395094166593e-11,3.439391691785306e-13,3.03574276615306e-14,3.069402341350026e-14,1.2964722461656836e-13,4.775945681670667e-12,1.883971848950877e-12,6.033889978315102e-11,2.792431858696474e-15,5.023703347052028e-11,6.591529562200714e-13,1.6578180887184623e-14,9.008057796692833e-12,7.402290921507116e-14,1.0151009983181143e-05,2.4747610195198197e-16,7.6089972535398e-13,9.074420904478677e-11,2.0559972477319284e-13,7.004854439546064e-12,4.373262170713204e-12,7.313883006751239e-13,4.1804276985280784e-13,1.0266742125404725e-13,5.672170511840653e-15,9.259532598014807e-14,3.115898724195901e-13,1.5681398303900443e-12,3.984183135561503e-09,2.596830222288572e-15,1.474174600175742e-13,1.8334233829773333e-15,1.7499378559299478e-09,1.825051295805862e-12,1.4781967395771214e-12,5.258048683549111e-13,4.321301746572707e-11,8.602245441580785e-12,1.8986244004278905e-13,1.9108269090084197e-10,1.2249463640751606e-12,3.128307776571072e-11,1.3487042280515291e-11,1.1568957620790699e-14,3.529496339419645e-17,3.186176163418993e-13,6.029693799087745e-12,1.3356087381026262e-11,2.1524184357798168e-11,0.9999898176831927,2.294052926910877e-14,1.2387526093047993e-10,3.5028134531547277e-15,5.0578466263743146e-17,7.752306337418613e-10,5.240361985294123e-12,1.2966989003261883e-12,3.0405405086018566e-16,3.984020737439281e-14,1.1705661215196464e-13,2.594759730796336e-13,2.078695322454506e-15,1.569832476875834e-12,4.978036842112364e-13,1.0097591671707073e-12,1.2017335071564797e-10,3.847932967423499e-11,1.5737074180736442e-16,1.6746941238961901e-09,1.2795083174222514e-14,6.556103785305216e-13,3.525205840726055e-14,2.848469384442436e-15,7.050006111907011e-14,2.920155896686945e-11,7.339626816804447e-09,1.2628504764032566e-10,3.080883263198525e-15,7.501710426298511e-13,1.7979866947456792e-13,5.616618401119437e-13,2.589007748299203e-13,3.2418426555432894e-13,3.292613119402445e-11,1.3241430028599662e-12,7.280488644057148e-11,7.079411123333485e-14,8.011035967484127e-09
277,1.4433412107347707e-13,1.871021613986649e-11,6.126683411898324e-08,6.12592263921129e-10,1.0962256486090921e-15,2.1354650416384485e-11,7.588758494695654e-10,6.549919313909131e-14,2.4646964796811747e-13,1.0852183570008946e-16,4.541400423293501e-18,5.404814067017587e-15,4.435110316225178e-12,2.5183924431253125e-17,8.886616801297014e-16,4.880316858666656e-12,1.699562695996539e-15,3.515823064176561e-13,8.368426075433908e-15,3.057366689595986e-09,5.680766633263229e-16,2.0877770919190128e-13,9.933089935614322e-15,2.0083628626563015e-13,5.800585069038615e-13,7.390862596882575e-13,4.303805055660004e-12,2.0162390102961135e-12,1.3529483647711604e-13,1.9973750788990612e-15,1.5968281588736925e-11,2.211500832592072e-15,3.693160008274578e-14,1.3276990528552978e-18,2.687408390318229e-10,5.0629495718936645e-17,1.6485759078594122e-09,2.3099246406032635e-09,1.816627417053586e-10,2.7980744029012206e-11,7.427467956218389e-09,1.8429288074821867e-11,4.386717541967491e-11,9.432946988457956e-10,1.4752196598244875e-15,8.803371766938107e-10,7.324830629571398e-18,4.595082194789924e-08,8.041693465606403e-12,1.5748288866634036e-16,1.1226590450871148e-06,4.981195907865609e-17,1.9504187529673426e-15,2.869111687339921e-15,2.8071030206834214e-13,1.428741712301734e-11,1.4424202914843571e-12,1.0667372685435677e-08,2.2551224713736538e-09,3.044792058725927e-10,1.950266798291277e-11,6.985321299657026e-13,3.3734335627101125e-15,5.6017920046903447e-11,4.10779821392263e-19,1.1533654392274144e-13,1.6926621197981359e-16,3.70620504114026e-09,8.32273635430428e-13,1.181233701795328e-10,3.2700729141920667e-13,7.577428192514023e-13,1.4454954297130037e-12,9.110216222196477e-13,5.636779332259232e-20,9.048710185880695e-17,1.823876812150407e-06,4.3811567532221985e-13,3.1579504745671503e-16,6.323525970358746e-13,2.7657924276880565e-17,3.8095229873074226e-13,1.511449651433637e-09,3.242766220007999e-16,1.1718633055141042e-11,3.0065302814042727e-07,4.734659693173633e-11,0.9999966061001127,2.545790148859063e-17,8.16771660931552e-10,1.5038079140281938e-12,6.985090019195869e-16,1.5483645691542948e-16,1.995707425922292e-18,7.052623526623677e-10,7.628013348291135e-11,9.043977569026053e-10,3.893794739418309e-15,7.659343430956375e-12
279,6.680747043897265e-13,4.262609571258115e-13,4.108157768916189e-11,3.767176579617621e-11,1.854797786483269e-13,8.314790994849017e-13,0.999999941384429,4.797821915265297e-12,1.2896554446483055e-08,5.783333486512539e-13,7.70923801595901e-18,8.031133784140426e-13,1.0567019929537672e-13,6.369684540775534e-12,3.32980899456271e-14,1.4547531415333432e-12,1.9923785975329153e-15,6.1989509336150995e-12,1.0070857222806829e-14,9.047696680238938e-10,1.731777320898318e-13,1.167789926718411e-16,1.639427984709936e-11,4.366499908576081e-14,2.652807917119786e-13,2.847377707661738e-12,7.775225652366647e-15,2.8913546797431815e-15,5.597148944402515e-16,1.2406346031548687e-15,7.295335457042754e-11,2.494627033177789e-12,4.191554276457421e-14,1.5674577475992837e-13,2.2099323332847165e-13,1.8615302008316488e-13,2.363472137011709e-10,4.281845971760824e-10,2.6589441310288185e-14,3.7116463492379013e-09,7.179599172754194e-10,1.5959814285842853e-13,1.1788193496362461e-14,8.758922891700176e-12,1.0615954362809912e-13,1.3880608205131012e-08,2.4642455484997477e-16,6.703292208924498e-09,2.6039761790022163e-13,5.682281848760135e-19,4.7545529008439986e-11,4.139883071891367e-16,1.0329406681671531e-12,1.3107027474426702e-14,2.7635161324590127e-16,5.937471497043938e-15,1.0240968394173283e-19,1.0396722260396288e-10,1.346907065893868e-12,6.161629888606998e-11,2.4028061625544968e-11,1.0514080262095893e-14,5.0717162433944114e-14,2.4274877131545534e-14,6.08534449674301e-18,4.9871605727451455e-15,3.4704106080954545e-15,1.238208073130434e-11,1.001440269417899e-15,4.748812129928525e-12,1.631189198817382e-14,4.3923422785968045e-15,2.4116398300643362e-15,4.876320714150701e-15,1.5044777458019485e-17,2.6921443234674278e-18,6.851603502617903e-11,2.5939233077639043e-13,3.2779148638670443e-11,7.080983850795894e-13,2.373085630385795e-10,1.8147002325640335e-11,1.812235109562719e-08,3.350653850988028e-16,1.0038680841696804e-11,3.0871576174885256e-11,5.266603254083331e-14,1.0778773719361672e-12,2.068982514758082e-18,6.459204948016487e-11,2.9580371091026825e-13,1.2704212347572628e-15,6.829427929683182e-11,2.9444254695396384e-14,8.118293553396021e-13,6.105378008516169e-12,1.0810737665459523e-11,4.9835073932347345e-18,1.4626532639105062e-14
281,3.548493740735651e-15,4.949927531198924e-14,4.275431943708202e-09,6.167978895172442e-12,2.9888386317756377e-15,5.059403237878719e-13,9.140134308906769e-10,1.2152465755646186e-13,3.385589178843396e-14,6.318928253836784e-17,9.66340465271544e-18,1.7307394995859059e-15,6.093317649967155e-16,1.3057998222313283e-14,6.489305664386666e-15,1.570367798330407e-11,7.314053668618371e-16,2.2146116968983e-09,6.475728411259016e-16,1.0995848382286738e-10,7.390003863898179e-17,3.5766644776527367e-12,3.499410144314309e-14,1.1399737174314337e-11,6.41473374749147e-13,8.212450600167822e-12,9.51107358130909e-16,1.1895530311378252e-08,2.3134187646463245e-13,2.9453549433156197e-11,1.8089302843917447e-09,2.7164846448706194e-13,6.519126912543684e-13,1.7019284722198613e-16,2.429197589631722e-09,8.971785277154191e-17,5.345001161201352e-10,1.5317994862232063e-09,1.3335930662622605e-09,2.4893226102142353e-09,1.145110240548816e-08,7.47844522361955e-14,3.7013847897616884e-11,3.938444169351411e-10,7.597980148622676e-09,2.495991252498441e-09,5.213981355414363e-18,3.977102811030118e-09,4.974923061767656e-17,8.870761643882231e-16,9.70277165638627e-10,2.4163271207987714e-15,1.1908230321653522e-14,3.8872726334173306e-19,2.9822565091555775e-16,1.614836275469422e-14,5.6623452163817806e-18,0.9999998296721441,2.7219466656993896e-08,2.7698802467634415e-11,1.99500732285574e-11,1.0640932785593264e-13,8.470370856643706e-11,4.2434763549956995e-14,4.89847103512875e-18,4.625844229910533e-16,9.833596488162905e-16,3.317990609186072e-08,7.458262748215291e-12,2.796238712910002e-12,1.7176966131676296e-14,2.451952636302071e-13,1.5070957371094916e-11,2.3712108339106394e-13,5.670927569815419e-19,8.103651207055176e-18,2.1814141627577046e-10,2.1323989365161643e-11,4.537383760402865e-16,6.738026431646683e-14,3.719959802814227e-19,3.673228399180509e-11,1.0330861701778408e-09,2.1445630856528688e-16,5.693712893253778e-12,2.919008653870417e-11,3.9078386022184184e-11,4.683157063988559e-08,9.716803996055375e-14,4.758284273459916e-09,1.660326589437045e-10,1.982236217265452e-16,3.736236285725879e-15,1.986341098081505e-18,1.3067108340238995e-11,1.4866675066925803e-11,6.549656846223901e-11,2.3176534921867086e-14,4.335533725527329e-15
284,1.8418452662998978e-13,7.16166454076859e-14,4.39223361070877e-09,5.185880664078192e-12,1.3404019868095155e-13,1.1806061995466254e-12,7.291340319123073e-13,1.800056112507815e-16,6.751837649024238e-13,1.3034427117100838e-15,2.869744295316355e-14,1.2499773884511287e-15,4.90994947961374e-15,7.094619276291889e-17,2.8141347767643416e-15,1.0053644436697585e-13,7.78956309367866e-15,2.6771508456157444e-11,4.840602045156768e-18,2.8557447554991957e-14,3.8560596047083573e-16,2.8995199304414115e-11,1.5756247463615672e-14,1.1967418148727397e-10,1.7973357644078122e-12,3.930383733563584e-09,4.644045148136059e-16,3.451843596404103e-09,1.1023935684897313e-12,1.6946019688123257e-11,1.1947312040863926e-10,1.3765565875298186e-09,9.158330256895492e-13,1.8916657405411106e-11,0.9999999486979405,7.152700534415153e-15,4.254342242116965e-13,4.5069517380165875e-11,3.2770555602527403e-10,1.0287285701569321e-10,1.010689316487929e-08,6.5048410027377134e-15,4.0283196501278383e-10,6.33148897147907e-14,9.813897840597065e-14,2.9298294464069335e-11,8.279034988573967e-15,8.446636669580881e-12,1.2579145423271476e-17,1.0931333524863662e-15,4.3817919638557995e-12,2.2712467343038884e-11,1.7150647146701833e-13,7.779182522869956e-17,1.306856580496305e-14,6.523958532548376e-17,2.6856952428913147e-18,2.1324555278204986e-11,3.726746557130784e-10,2.3181091334250104e-09,1.8616385059404688e-13,6.181555151758059e-11,7.458161680212443e-12,3.9272580970621917e-16,7.235207561274789e-14,2.016549606317823e-14,2.9003809894895626e-11,8.02520227493205e-12,4.559094985903014e-14,9.741233905688787e-16,9.462216541275577e-14,3.7407543657555894e-16,2.2895810879427396e-08,5.291312251975272e-13,5.947420012738563e-16,8.425414644527674e-16,2.4174453918476936e-15,1.0750531092670994e-14,4.8744311317901475e-15,1.1472753742415013e-12,6.559720235962815e-18,5.648000755617205e-10,1.1963627030417362e-14,4.216328121117812e-14,6.973929701519239e-12,1.8798028970954728e-13,1.1224063477318962e-14,5.310010448884497e-13,8.509975990053774e-15,3.080142071731677e-14,5.0795373018049514e-11,4.940755681499609e-15,1.0467404747383041e-15,5.032286387750539e-17,7.941658166448625e-14,3.648325385745953e-15,4.1716890270844707e-10,9.0540038695661e-14,8.852449995510711e-15
